cur_prc,trde_qty,trde_prica,dt,open_pric,high_pric,low_pric,upd_stkpc_tp,upd_rt,bic_inds_tp,sm_inds_tp,stk_infr,upd_stkpc_event,pred_close_pric
61300,10053861,615481,20220803,61600,61600,61000,,,,,,,
61500,9125439,561836,20220804,61700,61800,61200,,,,,,,
61500,9567620,588583,20220805,61700,61900,61200,,,,,,,
60800,11313150,689020,20220808,61400,61400,60600,,,,,,,
60000,18251170,1094260,20220809,60600,60700,59600,,,,,,,
59100,18084349,1065593,20220810,58900,59200,58600,,,,,,,
59900,15141941,903739,20220811,59600,60000,59300,,,,,,,
60200,10786658,648793,20220812,59500,60700,59400,,,,,,,
61000,15036727,917516,20220816,60500,61600,60300,,,,,,,
60400,9061518,550059,20220817,61100,61200,60300,,,,,,,
61500,16372754,997987,20220818,60300,61900,60000,,,,,,,
60900,6923679,421909,20220819,61400,61600,60600,,,,,,,
60000,8259865,495732,20220822,60300,60400,59800,,,,,,,
59100,9041629,535657,20220823,59000,59600,59000,,,,,,,
59000,8888486,525407,20220824,59200,59500,59000,,,,,,,
59700,5767902,342781,20220825,59200,59700,59000,,,,,,,
60000,9499995,573040,20220826,60300,60900,59900,,,,,,,
58600,9841329,577684,20220829,58700,58900,58600,,,,,,,
58800,9690044,567628,20220830,58700,59000,58300,,,,,,,
59700,14203512,841320,20220831,58200,59900,58200,,,,,,,
58400,14905777,872375,20220901,58700,58900,58300,,,,,,,
57500,15040310,872040,20220902,58300,58600,57500,,,,,,,
57100,11425977,653884,20220905,57400,57800,56800,,,,,,,
57100,7503086,429152,20220906,57200,57600,56900,,,,,,,
56000,17384854,975695,20220907,56700,56700,55900,,,,,,,
55600,18000016,1006366,20220908,56200,56400,55600,,,,,,,
58100,17166581,991016,20220913,57000,58500,56800,,,,,,,
56800,12524961,709906,20220914,56200,57200,56100,,,,,,,
56000,11664819,657642,20220915,57000,57100,56000,,,,,,,
56200,13456503,752456,20220916,55600,56400,55500,,,,,,,
56400,12278653,693637,20220919,56300,57000,56000,,,,,,,
55800,14041465,788332,20220920,56400,57000,55800,,,,,,,
55300,11863700,655017,20220921,55400,55500,55000,,,,,,,
54400,12786510,696058,20220922,54600,54700,54300,,,,,,,
54500,10555964,575504,20220923,54400,54900,54200,,,,,,,
53900,15008449,807353,20220926,53700,54200,53600,,,,,,,
54200,16631289,897144,20220927,53800,54200,53500,,,,,,,
52900,19991129,1064666,20220928,53900,54400,52500,,,,,,,
52600,13882080,737731,20220929,53300,53700,52600,4,0.00,,,,,
53100,22503249,1187344,20220930,52300,53600,51800,,,,,,,
55200,19148435,1056853,20221004,55300,55400,54500,,,,,,,
56000,22458970,1261934,20221005,56900,57200,55400,,,,,,,
56300,14944446,848082,20221006,56700,57300,56300,,,,,,,
56200,16886813,949027,20221007,55900,56900,55200,,,,,,,
55400,21437877,1172169,20221011,54400,55700,54000,,,,,,,
55800,18408910,1032656,20221012,55700,57000,55200,,,,,,,
55200,13784602,765435,20221013,55400,56100,55200,,,,,,,
56300,12924326,726963,20221014,56200,56500,55800,,,,,,,
56600,13641878,769638,20221017,55800,57000,55700,,,,,,,
56500,14820702,835745,20221018,56700,57100,55800,,,,,,,
55800,12660652,710948,20221019,56700,56900,55700,,,,,,,
55500,17107653,949265,20221020,55200,56000,55100,,,,,,,
55900,11456060,640343,20221021,55100,56300,55100,,,,,,,
57500,16944503,968892,20221024,57000,57500,56700,,,,,,,
57700,17405678,1009512,20221025,57000,58600,57000,,,,,,,
59400,20824967,1227076,20221026,58000,59600,57700,,,,,,,
59500,21756712,1296031,20221027,59700,60100,58900,,,,,,,
57300,20924937,1213293,20221028,58900,59200,57200,,,,,,,
59400,18999514,1126468,20221031,58100,59900,58000,,,,,,,
60000,17201647,1030381,20221101,59900,60300,59500,,,,,,,
59600,13202919,787058,20221102,59700,60000,59300,,,,,,,
59200,17492162,1029200,20221103,58600,59800,58100,,,,,,,
59400,12445841,734526,20221104,59100,59500,58400,,,,,,,
60200,12437246,747350,20221107,59700,60300,59400,,,,,,,
61800,18273898,1123977,20221108,60500,61900,60500,,,,,,,
62000,14045592,869645,20221109,62000,62200,61300,,,,,,,
60400,21087633,1283005,20221110,61400,61500,60400,,,,,,,
62900,20037163,1257130,20221111,63100,63200,62300,,,,,,,
61900,15973416,993352,20221114,62900,62900,61700,,,,,,,
62400,12310986,764117,20221115,62200,62500,61600,,,,,,,
62700,12909260,804220,20221116,62400,62700,61700,,,,,,,
61400,13298296,819119,20221117,62000,62000,61300,,,,,,,
61800,12236503,757455,20221118,61800,62400,61400,,,,,,,
61400,9378097,573783,20221121,61400,61800,60800,,,,,,,
60600,9411289,571461,20221122,60900,61200,60300,,,,,,,
61000,8765050,534580,20221123,61200,61300,60700,,,,,,,
61400,8125010,497273,20221124,61200,61700,60900,,,,,,,
61000,6677933,407953,20221125,61400,61700,60800,,,,,,,
60100,8589032,515487,20221128,60500,60500,59800,,,,,,,
60600,7014160,422226,20221129,59900,60600,59800,,,,,,,
62200,19768903,1218355,20221130,60400,62200,60200,,,,,,,
62600,16631445,1044546,20221201,63100,63200,62300,,,,,,,
60400,15331184,935961,20221202,62500,62500,60400,,,,,,,
60300,13767787,832614,20221205,60900,61100,60000,,,,,,,
59200,13888300,827340,20221206,59800,60100,59200,,,,,,,
58900,12100662,714083,20221207,58800,59600,58500,,,,,,,
59200,12986815,766212,20221208,58700,59200,58600,,,,,,,
60400,10529632,633778,20221209,59300,60600,59300,,,,,,,
59500,9036472,538558,20221212,59900,60000,59400,,,,,,,
59700,9040873,539588,20221213,59600,60300,59400,,,,,,,
60500,8207485,495209,20221214,59800,60600,59800,,,,,,,
59300,8716039,519762,20221215,59800,60200,59300,,,,,,,
59500,13033596,769868,20221216,58300,59500,58300,,,,,,,
59500,7696187,457559,20221219,59500,59900,59100,,,,,,,
58600,9284761,545533,20221220,59000,59100,58500,,,,,,,
58000,10356971,603986,20221221,58700,59100,58000,,,,,,,
59100,10720630,628699,20221222,58100,59100,58100,,,,,,,
58100,9829407,570402,20221223,58200,58400,57700,,,,,,,
57900,6756411,391223,20221226,58000,58100,57700,,,,,,,
58100,10667027,620410,20221227,58000,58400,57900,,,,,,,
56600,14665410,832919,20221228,57600,57600,56400,4,0.00,,,,,
55300,11295935,628654,20221229,56000,56200,55300,,,,,,,
55500,10031448,558433,20230102,55500,56100,55200,,,,,,,
55400,13547030,747899,20230103,55400,56000,54500,,,,,,,
57800,20188071,1151474,20230104,55700,58000,55600,,,,,,,
58200,15682826,911974,20230105,58200,58800,57600,,,,,,,
59000,17334989,1018769,20230106,58300,59400,57900,,,,,,,
60700,18640107,1124607,20230109,59700,60700,59600,,,,,,,
60400,14859797,898812,20230110,60200,61100,59900,,,,,,,
60500,12310751,747215,20230111,61000,61200,60300,,,,,,,
60500,16102561,972247,20230112,61100,61200,59900,,,,,,,
60800,12510328,761170,20230113,60500,61200,60400,,,,,,,
61100,10039972,615316,20230116,61300,61600,60800,,,,,,,
61000,9831456,599709,20230117,61200,61500,60600,,,,,,,
60400,11584041,698510,20230118,60700,61000,59900,,,,,,,
61500,12808490,781938,20230119,60500,61500,60400,,,,,,,
61800,9646327,595373,20230120,62100,62300,61100,,,,,,,
63400,16822710,1066201,20230125,63500,63700,63000,,,,,,,
63900,13278277,846409,20230126,63800,63900,63300,,,,,,,
64600,18760182,1212765,20230127,64400,65000,63900,,,,,,,
63300,20995234,1337026,20230130,64900,64900,63100,,,,,,,
61000,29746731,1835769,20230131,63500,63700,61000,,,,,,,
61800,18570133,1145782,20230201,62600,62700,61000,,,,,,,
63500,23285983,1474629,20230202,63200,63900,62600,,,,,,,
63800,15194598,967336,20230203,63900,64000,63000,,,,,,,
61600,15529356,967890,20230206,62800,63000,61600,,,,,,,
61900,14491039,898617,20230207,61900,62500,61600,,,,,,,
63100,12243125,770473,20230208,62800,63300,62400,,,,,,,
63000,12164865,764921,20230209,63000,63300,62300,,,,,,,
62800,9382576,587898,20230210,62600,63000,62400,,,,,,,
62900,10730362,672253,20230213,62900,63000,62300,,,,,,,
63200,9126664,579858,20230214,63600,63900,63200,,,,,,,
62200,13208103,826031,20230215,63900,63900,62000,,,,,,,
63700,13798831,873760,20230216,62500,63700,62400,,,,,,,
62600,10791265,677810,20230217,62900,63300,62400,,,,,,,
62700,12908073,806199,20230220,62900,63000,61800,,,,,,,
62100,7665046,476712,20230221,62700,62800,62000,,,,,,,
61100,11959088,732239,20230222,61500,61800,61000,,,,,,,
62000,13047099,809465,20230223,61700,62500,61500,,,,,,,
61300,10308143,638634,20230224,62300,62600,61300,,,,,,,
60500,11155697,674293,20230227,60800,60800,60200,,,,,,,
60600,13715861,834903,20230228,60800,61400,60500,,,,,,,
60800,13095682,798787,20230302,60900,61800,60500,,,,,,,
60500,10711405,649938,20230303,61000,61200,60500,,,,,,,
61500,13630602,835008,20230306,61100,61600,60800,,,,,,,
60700,11473280,698906,20230307,61400,61400,60700,,,,,,,
60300,14161857,851969,20230308,60100,60500,59900,,,,,,,
60100,14334499,862952,20230309,60500,60800,59900,,,,,,,
59500,11902471,706236,20230310,59500,59700,59100,,,,,,,
60000,12779724,765245,20230313,59900,60200,59300,,,,,,,
59000,12147346,719193,20230314,59400,59500,59000,,,,,,,
59800,10482149,628406,20230315,60000,60300,59600,,,,,,,
59900,10611939,633332,20230316,59200,60200,59100,,,,,,,
61300,14090110,860201,20230317,60800,61300,60600,,,,,,,
60200,9618009,582446,20230320,61100,61200,60200,,,,,,,
60300,8318514,501918,20230321,60500,60700,60100,,,,,,,
61100,8978591,546787,20230322,61000,61200,60500,,,,,,,
62300,15381057,946394,20230323,60600,62300,60600,,,,,,,
63000,18278602,1147805,20230324,62700,63300,62300,,,,,,,
62100,11039331,687170,20230327,62600,62800,62000,,,,,,,
62900,11614118,726295,20230328,62400,62900,62100,,,,,,,
62700,11216008,700456,20230329,62500,62700,62200,,,,,,,
63200,15684377,993903,20230330,63700,63700,63100,4,0.00,,,,,
64000,14094479,900712,20230331,64000,64000,63700,,,,,,,
63100,11973133,757289,20230403,64000,64000,63000,,,,,,,
63600,11120514,706089,20230404,63400,63800,62800,,,,,,,
63900,9176149,584823,20230405,63700,64000,63400,,,,,,,
62300,14992747,940919,20230406,63500,63600,62300,,,,,,,
65000,27476120,1778209,20230407,63800,65200,63800,,,,,,,
65700,18777166,1233223,20230410,64800,66300,64700,,,,,,,
65900,16323183,1074396,20230411,66200,66200,65400,,,,,,,
66000,15021313,987121,20230412,65800,66200,65300,,,,,,,
66100,15091022,993654,20230413,65600,66100,65400,,,,,,,
65100,16176490,1062800,20230414,66600,66600,65000,,,,,,,
65300,13486618,877708,20230417,65000,65600,64700,,,,,,,
65600,14802060,966927,20230418,65900,66000,64800,,,,,,,
65500,10255985,672185,20230419,65500,65800,65300,,,,,,,
65300,9501169,618181,20230420,65100,65300,64600,,,,,,,
65700,10538622,691721,20230421,65800,65900,65400,,,,,,,
65200,12986581,846721,20230424,65300,65700,64800,,,,,,,
63600,16193271,1039508,20230425,65300,65400,63400,,,,,,,
64100,12664541,808720,20230426,63600,64300,63300,,,,,,,
64600,14779601,947849,20230427,64100,65000,63300,,,,,,,
65500,19699481,1288159,20230428,65200,65900,65000,,,,,,,
65700,14396948,947092,20230502,66000,66300,65100,,,,,,,
65400,8876749,578615,20230503,65100,65600,64900,,,,,,,
65100,9791064,637047,20230504,65600,65700,64700,,,,,,,
65900,9405365,619987,20230508,66300,66300,65400,,,,,,,
65300,9366861,612498,20230509,65800,65800,65100,,,,,,,
64600,13057727,845221,20230510,65500,65500,64300,,,,,,,
64200,11648905,752009,20230511,64700,65100,64200,,,,,,,
64100,8693913,557964,20230512,63700,64600,63600,,,,,,,
64500,8172021,525279,20230515,64100,64600,63900,,,,,,,
65400,12334657,808482,20230516,65800,65900,65300,,,,,,,
65000,10745504,701149,20230517,65900,65900,64800,,,,,,,
66200,14431704,952251,20230518,66000,66200,65700,,,,,,,
68400,20349345,1384558,20230519,67800,68400,67500,,,,,,,
68500,14470308,992679,20230522,68400,69000,68000,,,,,,,
68400,8561643,585923,20230523,68500,68700,68100,,,,,,,
68500,8192896,560469,20230524,68100,68700,68000,,,,,,,
68800,14231160,984569,20230525,69900,70000,68700,,,,,,,
70300,19549511,1370669,20230526,69800,70400,69500,,,,,,,
72300,27476897,1975023,20230530,71300,72300,71200,,,,,,,
71400,25666087,1840726,20230531,72400,72500,71000,,,,,,,
70900,14669296,1041791,20230601,70900,71600,70600,,,,,,,
72200,12161798,874631,20230602,71700,72200,71600,,,,,,,
71700,12686829,911317,20230605,72700,72700,71400,,,,,,,
71000,14796613,1052878,20230607,71300,71600,70800,,,,,,,
70900,19165568,1351298,20230608,70400,70900,70000,,,,,,,
72000,15050209,1080650,20230609,71100,72300,70800,,,,,,,
71000,12064287,861582,20230612,72100,72400,70800,,,,,,,
72000,13227285,950995,20230613,71700,72200,71600,,,,,,,
71900,12541046,898256,20230614,72100,72200,71100,,,,,,,
71500,13614994,977638,20230615,72100,72300,71300,,,,,,,
71800,15373696,1098193,20230616,71800,71900,70900,,,,,,,
71200,11100887,789407,20230619,71300,71700,70900,,,,,,,
71400,11557883,820834,20230620,70700,71400,70400,,,,,,,
70500,10626603,752121,20230621,70700,71200,70400,,,,,,,
71300,11411007,811438,20230622,70200,71500,70100,,,,,,,
71600,12329484,885946,20230623,72000,72200,71600,,,,,,,
72400,10541901,761525,20230626,71700,72500,71500,,,,,,,
72600,9442997,683625,20230627,72500,72600,72000,,,,,,,
72700,8783093,635517,20230628,72600,72700,72000,,,,,,,
72400,12229967,891731,20230629,73100,73400,72400,4,0.00,,,,,
72200,11694765,844354,20230630,72500,72700,71700,,,,,,,
73000,10722181,782251,20230703,72700,73200,72600,,,,,,,
73000,10214350,747624,20230704,73400,73600,72900,,,,,,,
72000,12310610,889637,20230705,73000,73300,71900,,,,,,,
71600,14777667,1061492,20230706,71900,72400,71500,,,,,,,
69900,17308877,1215404,20230707,71100,71400,69800,,,,,,,
69500,11713926,816772,20230710,70000,70400,69200,,,,,,,
71500,12177392,863674,20230711,70200,71500,70100,,,,,,,
71900,10375581,742662,20230712,71200,72000,71100,,,,,,,
71900,14417279,1041645,20230713,72400,72600,71900,,,,,,,
73400,15882519,1159932,20230714,72500,73400,72400,,,,,,,
73300,10060049,736819,20230717,73200,73500,72800,,,,,,,
72000,11697900,847564,20230718,73200,73500,72000,,,,,,,
71700,10896412,782147,20230719,72700,72800,71300,,,,,,,
71000,9732730,692488,20230720,71100,71500,70800,,,,,,,
70300,16528926,1155386,20230721,70400,70400,69400,,,,,,,
70400,13418597,945209,20230724,70100,70900,69900,,,,,,,
70000,14314945,1002553,20230725,70000,70500,69800,,,,,,,
69800,30016221,2074076,20230726,69800,70600,68100,,,,,,,
71700,24261179,1716359,20230727,69900,71700,69300,,,,,,,
70600,19420683,1374117,20230728,71800,72400,70100,,,,,,,
69800,13035420,914994,20230731,70900,71000,69800,,,,,,,
71100,12299254,869663,20230801,70100,71200,70000,,,,,,,
69900,13835020,972618,20230802,70700,71000,69800,,,,,,,
68800,20087090,1393671,20230803,69900,70200,68500,,,,,,,
68300,12360193,846916,20230804,68800,69100,68200,,,,,,,
68500,10968505,753452,20230807,67700,69200,67600,,,,,,,
67600,14664709,995836,20230808,69000,69100,67400,,,,,,,
68900,17259673,1190099,20230809,68000,69600,67900,,,,,,,
68000,10227311,695338,20230810,68300,68500,67800,,,,,,,
67500,9781038,664313,20230811,68400,68800,67500,,,,,,,
67300,9352343,629306,20230814,67500,67900,66900,,,,,,,
67000,13174578,879111,20230816,66700,67100,66300,,,,,,,
66700,10778652,716096,20230817,66300,66800,66000,,,,,,,
66300,11745006,778551,20230818,66000,66700,65800,,,,,,,
66600,9720067,647499,20230821,66600,67100,66300,,,,,,,
66600,10500242,702152,20230822,67200,67700,66300,,,,,,,
67100,9549352,638222,20230823,66700,67100,66400,,,,,,,
68200,15044463,1026978,20230824,68300,68700,67900,,,,,,,
67100,7032462,471934,20230825,67100,67400,66900,,,,,,,
66800,5824628,388538,20230828,66800,67000,66500,,,,,,,
66800,9114352,608551,20230829,66900,67200,66600,,,,,,,
67100,9181223,618598,20230830,67300,67700,67100,,,,,,,
66900,15964630,1066351,20230831,67100,67200,66400,,,,,,,
71000,29738235,2064179,20230901,66800,71000,66700,,,,,,,
71200,26286495,1881297,20230904,72900,72900,70700,,,,,,,
70700,12330239,871402,20230905,70900,71500,70200,,,,,,,
70000,11414620,799882,20230906,70700,70800,69700,,,,,,,
70400,13741241,964327,20230907,70000,70600,69600,,,,,,,
70300,10688118,747653,20230908,70200,70300,69600,,,,,,,
70800,11785462,830035,20230911,70400,70800,70000,,,,,,,
70500,11688599,825296,20230912,70800,71000,70400,,,,,,,
70900,15955797,1131860,20230913,71100,71600,70300,,,,,,,
71700,21041407,1504489,20230914,71200,71800,70800,,,,,,,
72000,17823512,1283667,20230915,71700,72300,71400,,,,,,,
70200,16040727,1134189,20230918,71300,71700,70200,,,,,,,
69800,11820188,828073,20230919,70400,70800,69600,,,,,,,
69600,10873015,758467,20230920,70000,70300,69500,,,,,,,
68900,10796336,746680,20230921,69200,69800,68800,,,,,,,
68800,9897840,678768,20230922,68300,68900,68300,,,,,,,
69400,13582516,940526,20230925,68500,69700,68500,,,,,,,
68600,13143470,904380,20230926,70000,70000,68400,4,0.00,,,,,
68400,14886491,1019873,20230927,68600,69100,68200,,,,,,,
67500,23361149,1569870,20231004,67400,67700,66700,,,,,,,
66700,16108313,1078383,20231005,67300,67400,66700,,,,,,,
66000,14386527,955787,20231006,67100,67300,66000,,,,,,,
66400,19889202,1331414,20231010,66200,67600,66200,,,,,,,
68200,25209349,1728594,20231011,68600,69400,67900,,,,,,,
68900,19311380,1330251,20231012,68600,69700,68200,,,,,,,
68000,9724086,661424,20231013,68000,68500,67700,,,,,,,
67300,12599299,848737,20231016,67900,68500,66800,,,,,,,
69400,17299253,1188353,20231017,67700,69900,67400,,,,,,,
70500,16493184,1153209,20231018,68900,70500,68800,,,,,,,
69500,13985012,973452,20231019,69700,70000,69400,,,,,,,
68800,15204495,1045222,20231020,68900,69200,68100,,,,,,,
68400,11625959,796396,20231023,68700,69100,68200,,,,,,,
68500,12791710,874148,20231024,68700,68800,67700,,,,,,,
68000,10610703,724468,20231025,68800,68800,67900,,,,,,,
66700,15517624,1040151,20231026,67000,67900,66700,,,,,,,
67300,11334726,759193,20231027,67100,67300,66700,,,,,,,
67300,10139270,681863,20231030,66800,67800,66700,,,,,,,
66900,14488892,975300,20231031,67600,68300,66900,,,,,,,
68600,13775256,939331,20231101,67500,68900,67300,,,,,,,
69700,16350031,1140762,20231102,70000,70000,69400,,,,,,,
69600,10322234,720443,20231103,69700,70200,69500,,,,,,,
70900,22228489,1555020,20231106,69800,70900,69300,,,,,,,
70900,17228731,1213169,20231107,70600,70900,70000,,,,,,,
69900,12901310,908216,20231108,71300,71400,69700,,,,,,,
70300,12301373,865006,20231109,69900,70800,69600,,,,,,,
70500,9684347,677562,20231110,70000,70500,69500,,,,,,,
70400,9246919,653603,20231113,71300,71300,70300,,,,,,,
70800,9567984,678177,20231114,71000,71100,70600,,,,,,,
72200,20148677,1449276,20231115,71600,72200,71500,,,,,,,
72800,15860451,1151617,20231116,72500,73000,72300,,,,,,,
72500,11494644,834899,20231117,72300,73000,72300,,,,,,,
72700,10610157,771288,20231120,72100,73000,72100,,,,,,,
72800,9712881,709805,20231121,73100,73400,72700,,,,,,,
72800,11105143,803720,20231122,72200,73000,71900,,,,,,,
72400,6775614,491572,20231123,73000,73200,72200,,,,,,,
71700,6676685,481177,20231124,72400,72600,71700,,,,,,,
71300,9113857,651550,20231127,71500,72100,71100,,,,,,,
72700,13283081,958104,20231128,71400,72700,71300,,,,,,,
72700,9283933,673194,20231129,72400,72800,72200,,,,,,,
72800,15783714,1146427,20231130,72700,72800,72200,,,,,,,
72000,9871284,710940,20231201,72400,72500,71700,,,,,,,
72600,10229267,743360,20231204,72800,72900,72400,,,,,,,
71200,12129682,867872,20231205,72300,72400,71200,,,,,,,
71700,8123087,583710,20231206,71800,72100,71600,,,,,,,
71500,8862017,633466,20231207,71800,71900,71100,,,,,,,
72600,10859463,787230,20231208,72100,72800,71900,,,,,,,
73000,9861960,716958,20231211,72800,73000,72200,,,,,,,
73500,13758646,1009135,20231212,73300,73500,73100,,,,,,,
72800,13116766,959556,20231213,73300,73500,72800,,,,,,,
73100,27567593,2025360,20231214,74100,74300,72500,,,,,,,
73300,15419815,1134484,20231215,73800,74000,73200,,,,,,,
72900,9690551,708307,20231218,73300,73400,72800,,,,,,,
73400,8907632,650825,20231219,73000,73400,72800,,,,,,,
74800,16870156,1253492,20231220,74200,74900,73800,,,,,,,
75000,13478766,1006936,20231221,74600,75000,74300,,,,,,,
75900,14515608,1100293,20231222,75800,76300,75400,,,,,,,
76600,13164909,1005443,20231226,76100,76700,75700,,,,,,,
78000,20651042,1600118,20231227,76700,78000,76500,4,0.00,,,,,
78500,17797536,1388291,20231228,77700,78500,77500,,,,,,,
79600,17142847,1356958,20240102,78200,79800,78200,,,,,,,
77000,21753644,1691691,20240103,78500,78800,77000,,,,,,,
76600,15324439,1173913,20240104,76100,77300,76100,,,,,,,
76600,11304316,866836,20240105,76700,77100,76400,,,,,,,
76500,11088724,852681,20240108,77000,77500,76400,,,,,,,
74700,26019249,1971737,20240109,77400,77700,74300,,,,,,,
73600,20259529,1497565,20240110,75000,75200,73200,,,,,,,
73200,57691266,4206813,20240111,72900,73600,72700,,,,,,,
73100,13038939,956812,20240112,73000,74100,72800,,,,,,,
73900,13212339,973180,20240115,73200,74000,73200,,,,,,,
72600,14760415,1075977,20240116,73500,73700,72500,,,,,,,
71000,22683660,1627051,20240117,73100,73300,71000,,,,,,,
71700,17853397,1274268,20240118,71600,72000,70700,,,,,,,
74700,23363427,1729033,20240119,73500,74700,73000,,,,,,,
75100,19673375,1484936,20240122,75900,76000,75000,,,,,,,
75200,14786224,1109207,20240123,75700,75800,74300,,,,,,,
74000,12860661,950730,20240124,75200,75200,73500,,,,,,,
74100,11737747,870262,20240125,74200,74800,73700,,,,,,,
73400,11160062,824499,20240126,73700,74500,73300,,,,,,,
74400,13976521,1040949,20240129,73800,75200,73500,,,,,,,
74300,12244418,910103,20240130,75000,75300,73700,,,,,,,
72700,15703560,1148592,20240131,73400,74000,72500,,,,,,,
73600,19881033,1460989,20240201,73000,74200,72900,,,,,,,
75200,14955881,1116696,20240202,74000,75200,73700,,,,,,,
74300,19026021,1407992,20240205,74200,74800,73500,,,,,,,
74400,14559254,1079407,20240206,74300,74700,73300,,,,,,,
75000,16566445,1241375,20240207,74600,75500,74300,,,,,,,
74100,20810708,1545422,20240208,75000,75200,73600,,,,,,,
75200,21966745,1645919,20240213,74800,75200,74400,,,,,,,
74000,12434945,920047,20240214,73700,74300,73700,,,,,,,
73000,14120600,1037049,20240215,74200,74400,73000,,,,,,,
72800,13444781,979246,20240216,73300,73400,72500,,,,,,,
73800,12726404,936829,20240219,72800,73900,72800,,,,,,,
73300,14681477,1074234,20240220,73700,73700,72800,,,,,,,
73000,11503495,841683,20240221,73400,73700,72900,,,,,,,
73100,15208934,1111908,20240222,73800,73900,72700,,,,,,,
72900,16225166,1189839,20240223,73600,74200,72900,,,,,,,
72800,14669352,1067726,20240226,72300,73200,72200,,,,,,,
72900,13201981,963297,20240227,73100,73400,72700,,,,,,,
73200,11795859,866533,20240228,72900,73900,72800,,,,,,,
73400,21176403,1543929,20240229,72600,73400,72000,,,,,,,
74900,23210474,1730190,20240304,74300,75000,74000,,,,,,,
73700,19505125,1446710,20240305,74600,74800,73700,,,,,,,
72900,21547905,1577128,20240306,73200,73500,72700,,,,,,,
72200,14516963,1054960,20240307,73100,73300,72200,,,,,,,
73300,19271349,1406734,20240308,72800,73400,72600,,,,,,,
72400,9740504,707796,20240311,72900,73100,72300,,,,,,,
73300,13011654,946371,20240312,72600,73500,72100,,,,,,,
74100,15243134,1126213,20240313,73700,74100,73500,,,,,,,
74300,22545539,1672984,20240314,74400,74500,73600,,,,,,,
72300,22580555,1646273,20240315,73400,73700,72300,,,,,,,
72800,11520348,837896,20240318,72600,73000,72500,,,,,,,
72800,15376066,1109067,20240319,72300,73000,71700,,,,,,,
76900,50106297,3799219,20240320,73700,77200,73400,,,,,,,
79300,44569799,3509988,20240321,79200,79300,77700,,,,,,,
78900,26724761,2104544,20240322,79600,79900,77800,,,,,,,
78200,18703996,1472207,20240325,79600,79800,77800,,,,,,,
79900,30551494,2435793,20240326,79700,80100,79200,,,,,,,
79800,17424595,1387268,20240327,79200,80000,79200,,,,,,,
80800,25084812,2014952,20240328,79400,81000,79200,,,,,,,
82400,27126366,2224901,20240329,81200,82500,80900,,,,,,,
82000,20116513,1661276,20240401,83200,83300,82000,,,,,,,
85000,37077944,3125937,20240402,82900,85000,82900,,,,,,,
84100,30493347,2570592,20240403,84300,85000,83500,,,,,,,
85300,25248934,2147310,20240404,85200,85500,84300,,,,,,,
84500,18883752,1593633,20240405,84500,85000,83800,,,,,,,
84500,18953232,1614572,20240408,85200,86000,84500,,,,,,,
83600,23725956,1991487,20240409,84500,84900,83100,,,,,,,
84100,25538009,2138954,20240411,83200,84700,82500,,,,,,,
83700,17061770,1429687,20240412,84700,84900,83200,,,,,,,
82200,26663772,2187767,20240415,82900,83200,81200,,,,,,,
80000,31949845,2564077,20240416,81200,81300,79400,,,,,,,
78900,22611631,1800986,20240417,80700,80800,78900,,,,,,,
79600,21370190,1694197,20240418,78800,80100,78300,,,,,,,
77600,31317563,2423649,20240419,78300,78700,76300,,,,,,,
76100,30469477,2320446,20240422,77400,77500,75100,,,,,,,
75500,18717699,1424155,20240423,76400,76800,75500,,,,,,,
78600,22166150,1732479,20240424,77500,78800,77200,,,,,,,
76300,15549134,1195064,20240425,77300,77500,76300,,,,,,,
76700,12755629,982997,20240426,77800,77900,76500,,,,,,,
76700,14664474,1124366,20240429,77400,77600,76200,,,,,,,
77500,19007007,1477530,20240430,77000,78500,76600,,,,,,,
78000,18900640,1475153,20240502,77600,78600,77300,,,,,,,
77600,13151889,1028554,20240503,79000,79000,77500,,,,,,,
81300,26238868,2112619,20240507,79600,81300,79400,,,,,,,
81300,13089576,1060567,20240508,80800,81400,80500,,,,,,,
79700,18759935,1509120,20240509,81100,81500,79700,,,,,,,
79200,16976124,1351235,20240510,80400,81100,78900,,,,,,,
78400,18652344,1460962,20240513,79400,79900,77600,,,,,,,
78300,11763992,920738,20240514,78600,78800,77900,,,,,,,
78200,20989778,1656385,20240516,80200,80300,78100,,,,,,,
77400,15918201,1237640,20240517,78600,78800,77200,,,,,,,
78900,19456783,1528020,20240520,78100,79100,77900,,,,,,,
78400,13690583,1074831,20240521,78500,79000,78200,,,,,,,
77700,19521506,1522590,20240522,78100,78700,77300,,,,,,,
78300,18728087,1462379,20240523,77700,79100,77100,,,,,,,
75900,27891278,2127292,20240524,76800,77000,75700,,,,,,,
77200,43825202,3306633,20240527,75300,78200,74000,,,,,,,
77600,18539072,1436715,20240528,76500,78000,76200,,,,,,,
75200,30244875,2312008,20240529,77700,78200,75200,,,,,,,
73500,28551273,2117784,20240530,74800,75200,73500,,,,,,,
73500,26198776,1935964,20240531,74500,74700,73500,,,,,,,
75700,15706268,1186657,20240603,74400,76400,74200,,,,,,,
75300,14098053,1065751,20240604,74900,76100,74900,,,,,,,
77400,23177968,1794237,20240605,78000,78000,76800,,,,,,,
77300,21189349,1645298,20240607,78400,78600,77100,,,,,,,
75700,14598755,1109352,20240610,76100,76600,75600,,,,,,,
75200,16971175,1280832,20240611,75900,76000,75100,,,,,,,
76500,19246725,1460415,20240612,75300,77100,75200,,,,,,,
